2024-2025学年第二学期全校总课表（部分）,,,,,,,,,,,,,,,
开课学院,课程名称,课程性质,教学班名称,课程号,学分,任课教师,课堂容量,已选人数,上课时间,教学地点,合班信息,起始结束周,课程归属,总学时,课程类别
外国语学院,英语词汇学,学科选修课,(2024-2025-2)-80774-05,80774,2.0,梁琼,21,0,星期一第1-2节{1-16周},J4-204,24英语5,1-16周,无,32,专业课
外国语学院,英语词汇学,学科选修课,(2024-2025-2)-80774-06,80774,2.0,梁琼,20,0,星期一第4-5节{1-16周},J4-204,24英语6,1-16周,无,32,专业课
外国语学院,英语词汇学,专业选修课,(2024-2025-2)-84046-01,84046,2.0,梁琼,32,0,星期一第6-7节{1-16周},J4-204,24英语C1,1-16周,无,32,专业课
外国语学院,语音,学科选修课,(2024-2025-2)-84069-03,84069,1.0,梁琼,20,0,星期四第6-7节{1-15周(单)},J4-204,24英语3,1-15周(单),无,16,专业课
外国语学院,语音,学科选修课,(2024-2025-2)-84069-04,84069,1.0,梁琼,18,0,星期四第6-7节{2-16周(双)},J4-204,24英语4,2-16周(双),无,16,专业课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-11,80748,2.0,陆娟鸿,42,0,星期二第4-5节{1-12周},J7-207,24计算机2,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-11A,80748,2.0,陆娟鸿,41,0,星期二第4-5节{13-16周},J7-207,24计算机2,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-12,80748,2.0,陆娟鸿,41,0,星期四第1-2节{1-12周},J7-207,24文学D1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-12A,80748,2.0,陆娟鸿,40,0,星期四第1-2节{13-16周},J7-207,24文学D1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-13,80748,2.0,陆娟鸿,51,0,星期二第1-2节{1-12周},J7-207,24跨境电商1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-13A,80748,2.0,陆娟鸿,50,0,星期二第1-2节{13-16周},J7-207,24跨境电商1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-14,80748,2.0,陆娟鸿,40,0,星期三第1-2节{1-12周},J7-207,24国贸D1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-14A,80748,2.0,陆娟鸿,39,0,星期三第1-2节{13-16周},J7-207,24国贸D1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-15,80748,2.0,陆娟鸿,33,0,星期三第4-5节{1-12周},J7-207,24金融4,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-15A,80748,2.0,陆娟鸿,32,0,星期三第4-5节{13-16周},J7-207,24金融4,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-16,80748,2.0,陆娟鸿,45,0,星期四第6-7节{1-12周},J7-207,24社工2,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-16A,80748,2.0,陆娟鸿,44,0,星期四第6-7节{13-16周},J7-207,24社工2,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-17,80748,2.0,陆娟鸿,44,0,星期四第4-5节{1-12周},J7-207,24财政2,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-17A,80748,2.0,陆娟鸿,43,0,星期四第4-5节{13-16周},J7-207,24财政2,13-16周,无,8,通识课
外国语学院,英语演讲,通识选修课,(2024-2025-2)-83091-01,83091,2.0,陆娟鸿,35,0,星期三第6-6节{1-16周},J7-207,无,1-16周,外语交流能力模块,16,通识课
外国语学院,英语演讲,通识选修课,(2024-2025-2)-83091-01A,83091,2.0,陆娟鸿,35,0,星期三第7-7节{1-16周},J7-207,无,1-16周,外语交流能力模块,16,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-11,80744,2.0,陆明龙,50,0,星期四第1-2节{1-12周},J4-210,24经济1,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-11A,80744,2.0,陆明龙,49,0,星期四第1-2节{13-16周},J4-210,24经济1,13-16周,无,8,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-12,80744,2.0,陆明龙,37,0,星期五第4-5节{1-12周},J4-210,24工程1,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-12A,80744,2.0,陆明龙,36,0,星期五第4-5节{13-16周},J4-210,24工程1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-18,80748,2.0,陆明龙,39,0,星期四第4-5节{1-12周},J4-210,24电商1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-18A,80748,2.0,陆明龙,38,0,星期四第4-5节{13-16周},J4-210,24电商1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-19,80748,2.0,陆明龙,47,0,星期四第6-7节{1-12周},J4-210,24CMA;24日语1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-19A,80748,2.0,陆明龙,46,0,星期四第6-7节{13-16周},J4-210,24CMA;24日语1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-20,80748,2.0,陆明龙,50,0,星期五第6-7节{1-12周},J4-210,24物流1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-20A,80748,2.0,陆明龙,49,0,星期五第6-7节{13-16周},J4-210,24物流1,13-16周,无,8,通识课
外国语学院,大学英语四级读写辅导,通识选修课,(2024-2025-2)-83080-01,83080,2.0,陆明龙,100,0,星期三第6-7节{1-16周},J7-104,无,1-16周,外语交流能力模块,32,通识课
外国语学院,大学英语四级读写辅导,通识选修课,(2024-2025-2)-83080-02,83080,2.0,陆明龙,100,0,星期三第9-10节{1-16周},J7-104,无,1-16周,外语交流能力模块,32,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-13,80744,2.0,潘嘉雯,39,0,星期一第4-5节{1-12周},J5-306,24电商1,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-13A,80744,2.0,潘嘉雯,38,0,星期一第4-5节{13-16周},J5-306,24电商1,13-16周,无,8,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-14,80744,2.0,潘嘉雯,39,0,星期二第1-2节{1-12周},J5-306,24电商2,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-14A,80744,2.0,潘嘉雯,38,0,星期二第1-2节{13-16周},J5-306,24电商2,13-16周,无,8,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-15,80744,2.0,潘嘉雯,40,0,星期二第4-5节{1-12周},J5-306,24广告1,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-15A,80744,2.0,潘嘉雯,39,0,星期二第4-5节{13-16周},J5-306,24广告1,13-16周,无,8,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-16,80744,2.0,潘嘉雯,42,0,星期三第1-2节{1-12周},J5-306,24计算机2,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-16A,80744,2.0,潘嘉雯,41,0,星期三第1-2节{13-16周},J5-306,24计算机2,13-16周,无,8,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-17,80744,2.0,潘嘉雯,51,0,星期三第4-5节{1-12周},J5-306,24跨境电商1,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-17A,80744,2.0,潘嘉雯,50,0,星期三第4-5节{13-16周},J5-306,24跨境电商1,13-16周,无,8,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-18,80744,2.0,潘嘉雯,47,0,星期一第1-2节{1-12周},J5-306,24CMA;24日语1,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-18A,80744,2.0,潘嘉雯,46,0,星期一第1-2节{13-16周},J5-306,24CMA;24日语1,13-16周,无,8,通识课
外国语学院,管理学（日语）,专业选修课,(2024-2025-2)-83684-01,83684,2.0,日语外聘1,44,0,星期五第6-7节{1-16周},,22日语1;22日语2,1-16周,无,32,专业课
外国语学院,日语综合能力（1）,学科选修课,(2024-2025-2)-83911-01,83911,2.0,日语外聘1,19,0,星期一第1-2节{1-16周},,23日语1,1-16周,无,32,专业课
外国语学院,日语综合能力（1）,学科选修课,(2024-2025-2)-83911-02,83911,2.0,日语外聘1,27,0,星期一第4-5节{1-16周},,23日语2,1-16周,无,32,专业课
外国语学院,市场营销（日语）,专业选修课,(2024-2025-2)-83921-01,83921,2.0,日语外聘1,25,0,星期三第1-1节{1-16周},,22日语1,1-16周,无,16,专业课
外国语学院,市场营销（日语）,专业选修课,(2024-2025-2)-83921-01A,83921,2.0,日语外聘1,24,0,星期三第2-2节{1-16周},,22日语1,1-16周,无,16,专业课
外国语学院,市场营销（日语）,专业选修课,(2024-2025-2)-83921-02,83921,2.0,日语外聘1,20,0,星期二第4-4节{1-16周},,22日语2,1-16周,无,16,专业课
外国语学院,市场营销（日语）,专业选修课,(2024-2025-2)-83921-02A,83921,2.0,日语外聘1,19,0,星期二第5-5节{1-16周},,22日语2,1-16周,无,16,专业课
外国语学院,生存日语,专业选修课,(2024-2025-2)-83923-01,83923,2.0,日语外聘1,25,0,星期四第4-4节{1-16周},,22日语1,1-16周,无,16,专业课
外国语学院,生存日语,专业选修课,(2024-2025-2)-83923-01A,83923,2.0,日语外聘1,24,0,星期四第5-5节{1-16周},,22日语1,1-16周,无,16,专业课
外国语学院,生存日语,专业选修课,(2024-2025-2)-83923-02,83923,2.0,日语外聘1,20,0,星期五第2-2节{1-16周},,22日语2,1-16周,无,16,专业课
外国语学院,生存日语,专业选修课,(2024-2025-2)-83923-02A,83923,2.0,日语外聘1,19,0,星期五第1-1节{1-16周},,22日语2,1-16周,无,16,专业课
外国语学院,经典英语影视欣赏,通识选修课,(2024-2025-2)-83084-05,83084,2.0,商伟霞,35,0,星期三第9-10节{1-12周},J4-210,无,1-12周,外语交流能力模块,24,通识课
外国语学院,经典英语影视欣赏,通识选修课,(2024-2025-2)-83084-05A,83084,2.0,商伟霞,35,0,星期三第9-10节{13-16周},J4-210,无,13-16周,外语交流能力模块,8,通识课
外国语学院,经典英语影视欣赏,通识选修课,(2024-2025-2)-83084-06,83084,2.0,商伟霞,35,0,星期三第6-7节{1-12周},J4-210,无,1-12周,外语交流能力模块,24,通识课
外国语学院,经典英语影视欣赏,通识选修课,(2024-2025-2)-83084-06A,83084,2.0,商伟霞,35,0,星期三第6-7节{13-16周},J4-210,无,13-16周,外语交流能力模块,8,通识课
外国语学院,英语教学法,专业选修课,(2024-2025-2)-83905-01,83905,2.0,商伟霞,48,0,星期二第4-4节{1-16周},J4-210,22英语1;22英语2;22英语3,1-16周,无,16,专业课
外国语学院,英语教学法,专业选修课,(2024-2025-2)-83905-01A,83905,2.0,商伟霞,47,0,星期二第5-5节{1-16周},J4-210,22英语1;22英语2;22英语3,1-16周,无,16,专业课
外国语学院,英语教学法,专业选修课,(2024-2025-2)-83905-03,83905,2.0,商伟霞,32,0,星期二第1-1节{1-16周},J4-210,24英语C1,1-16周,无,16,专业课
外国语学院,英语教学法,专业选修课,(2024-2025-2)-83905-03A,83905,2.0,商伟霞,31,0,星期二第2-2节{1-16周},J4-210,24英语C1,1-16周,无,16,专业课
外国语学院,英汉语言文化比较,专业选修课,(2024-2025-2)-84051-01,84051,2.0,商伟霞,34,0,星期三第1-2节{1-16周},J4-210,23英语1;23英语2,1-16周,无,32,专业课
外国语学院,英汉语言文化比较,专业选修课,(2024-2025-2)-84051-02,84051,2.0,商伟霞,33,0,星期三第4-5节{1-16周},J4-210,23英语3;23英语4,1-16周,无,32,专业课
外国语学院,专业综合实训2,实践选修课,(2024-2025-2)-84272-01,84272,1.0,商伟霞,17,0,,,22英语1,1-16周,无,16,实践课
外国语学院,专业综合实训2,实践选修课,(2024-2025-2)-84272-02,84272,1.0,商伟霞,16,0,,,22英语2,1-16周,无,16,实践课
外国语学院,专业综合实训2,实践选修课,(2024-2025-2)-84272-03,84272,1.0,商伟霞,17,0,,,22英语3,1-16周,无,16,实践课
外国语学院,专业综合实训2,实践选修课,(2024-2025-2)-84272-04,84272,1.0,商伟霞,16,0,,,22英语4,1-16周,无,16,实践课
外国语学院,专业综合实训2,实践选修课,(2024-2025-2)-84272-05,84272,1.0,商伟霞,18,0,,,22英语5,1-16周,无,16,实践课
外国语学院,专业综合实训2,实践选修课,(2024-2025-2)-84272-06,84272,1.0,商伟霞,16,0,,,22英语6,1-16周,无,16,实践课
外国语学院,经贸英语阅读,专业选修课,(2024-2025-2)-83668-01,83668,2.0,沈惠佳,17,0,星期四第6-7节{1-16周},J7-205,23英语1,1-16周,无,32,专业课
外国语学院,经贸英语阅读,专业选修课,(2024-2025-2)-83668-02,83668,2.0,沈惠佳,18,0,星期四第9-10节{1-16周},J7-205,23英语2,1-16周,无,32,专业课
外国语学院,经贸英语阅读,专业选修课,(2024-2025-2)-83668-03,83668,2.0,沈惠佳,18,0,星期二第4-5节{1-16周},J7-205,23英语3,1-16周,无,32,专业课
外国语学院,经贸英语阅读,专业选修课,(2024-2025-2)-83668-04,83668,2.0,沈惠佳,31,0,星期二第1-2节{1-16周},J7-205,23英语4;23英语5,1-16周,无,32,专业课
外国语学院,经贸英语阅读,专业选修课,(2024-2025-2)-83668-05,83668,2.0,沈惠佳,19,0,星期四第4-5节{1-16周},J7-205,23英语6,1-16周,无,32,专业课
外国语学院,经贸英语阅读,必修课,(2024-2025-2)-84050-01,84050,2.0,沈惠佳,32,0,星期四第1-2节{1-16周},J7-205,24英语C1,1-16周,无,32,专业课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-01,84271,1.0,沈惠佳,17,0,,,22英语1,1-16周,无,16,实践课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-02,84271,1.0,沈惠佳,16,0,,,22英语2,1-16周,无,16,实践课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-03,84271,1.0,沈惠佳,17,0,,,22英语3,1-16周,无,16,实践课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-04,84271,1.0,沈惠佳,16,0,,,22英语4,1-16周,无,16,实践课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-05,84271,1.0,沈惠佳,18,0,,,22英语5,1-16周,无,16,实践课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-06,84271,1.0,沈惠佳,16,0,,,22英语6,1-16周,无,16,实践课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-02,83674,2.0,沈逸群,16,0,星期五第1-1节{1-16周},S3-404,22英语2,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-02A,83674,2.0,沈逸群,15,0,星期五第2-2节{1-16周},S3-404,22英语2,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-03,83674,2.0,沈逸群,17,0,星期四第4-4节{1-16周},S3-404,22英语3,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-03A,83674,2.0,沈逸群,16,0,星期四第3-3节{1-16周},S3-404,22英语3,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-04,83674,2.0,沈逸群,16,0,星期四第6-6节{1-16周},S3-404,22英语4,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-04A,83674,2.0,沈逸群,15,0,星期四第7-7节{1-16周},S3-404,22英语4,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-05,83674,2.0,沈逸群,18,0,星期四第9-9节{1-16周},S3-404,22英语5,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-05A,83674,2.0,沈逸群,17,0,星期四第10-10节{1-16周},S3-404,22英语5,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-06,83674,2.0,沈逸群,16,0,星期五第4-4节{1-16周},S3-404,22英语6,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-06A,83674,2.0,沈逸群,15,0,星期五第3-3节{1-16周},S3-404,22英语6,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-07,83674,2.0,沈逸群,48,0,星期五第6-6节{1-16周},S3-404,22英语1;24英语C1,1-16周,无,16,专业课
外国语学院,英语口译,专业选修课,(2024-2025-2)-83674-07A,83674,2.0,沈逸群,47,0,星期五第7-7节{1-16周},S3-404,22英语1;24英语C1,1-16周,无,16,专业课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-07,84271,1.0,沈逸群,17,0,,,23英语1,1-16周,无,16,实践课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-08,84271,1.0,沈逸群,18,0,,,23英语2,1-16周,无,16,实践课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-09,84271,1.0,沈逸群,18,0,,,23英语3,1-16周,无,16,实践课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-10,84271,1.0,沈逸群,16,0,,,23英语4,1-16周,无,16,实践课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-11,84271,1.0,沈逸群,16,0,,,23英语5,1-16周,无,16,实践课
外国语学院,专业综合实训1,实践选修课,(2024-2025-2)-84271-12,84271,1.0,沈逸群,19,0,,,23英语6,1-16周,无,16,实践课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-19,80744,2.0,施建刚,40,0,星期二第4-5节{1-12周},J4-202,24国贸D1,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-19A,80744,2.0,施建刚,39,0,星期二第4-5节{13-16周},J4-202,24国贸D1,13-16周,无,8,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-20,80744,2.0,施建刚,46,0,星期二第1-2节{1-12周},J4-202,24会计2,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-20A,80744,2.0,施建刚,45,0,星期二第1-2节{13-16周},J4-202,24会计2,13-16周,无,8,通识课
外国语学院,基础英语（2）,必修课,(2024-2025-2)-80765-01,80765,4.0,施建刚,21,0,星期三第4-5节{1-16周};星期四第1-2节{1-16周},J4-202;J4-202,24英语1,1-16周,无,64,专业课
外国语学院,基础英语（2）,必修课,(2024-2025-2)-80765-02,80765,4.0,施建刚,21,0,星期三第1-2节{1-16周};星期四第4-5节{1-16周},J4-202;J4-202,24英语2,1-16周,无,64,专业课
外国语学院,语音,学科选修课,(2024-2025-2)-84069-01,84069,1.0,施建刚,21,0,星期四第6-7节{1-15周(单)},J4-202,24英语1,1-15周(单),无,16,专业课
外国语学院,语音,学科选修课,(2024-2025-2)-84069-02,84069,1.0,施建刚,21,0,星期四第6-7节{2-16周(双)},J4-202,24英语2,2-16周(双),无,16,专业课
外国语学院,公共日语,通识选修课,(2024-2025-2)-80617-01,80617,2.0,宋翔,40,0,星期三第7-7节{1-16周},J7-103,无,1-16周,外语交流能力模块,16,通识课
外国语学院,公共日语,通识选修课,(2024-2025-2)-80617-01A,80617,2.0,宋翔,40,0,星期三第6-6节{1-16周},J7-103,无,1-16周,外语交流能力模块,16,通识课
外国语学院,公共日语,通识选修课,(2024-2025-2)-80617-02,80617,2.0,宋翔,40,0,星期三第11-11节{1-16周},J7-107,无,1-16周,外语交流能力模块,16,通识课
外国语学院,公共日语,通识选修课,(2024-2025-2)-80617-02A,80617,2.0,宋翔,40,0,星期三第12-12节{1-16周},J7-107,无,1-16周,外语交流能力模块,16,通识课
外国语学院,公共日语,通识选修课,(2024-2025-2)-80617-03,80617,2.0,宋翔,40,0,星期三第10-10节{1-16周},J7-103,无,1-16周,外语交流能力模块,16,通识课
外国语学院,公共日语,通识选修课,(2024-2025-2)-80617-03A,80617,2.0,宋翔,40,0,星期三第9-9节{1-16周},J7-103,无,1-16周,外语交流能力模块,16,通识课
外国语学院,跨文化交际（日语）,专业选修课,(2024-2025-2)-83919-01,83919,2.0,宋翔,25,0,星期三第4-5节{1-16周},J7-103,22日语1,1-16周,无,32,专业课
外国语学院,跨文化交际（日语）,专业选修课,(2024-2025-2)-83919-02,83919,2.0,宋翔,20,0,星期三第1-2节{1-16周},J7-103,22日语2,1-16周,无,32,专业课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-21,80748,2.0,孙秋元,43,0,星期四第4-5节{1-12周},J5-206,24财政3,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-21A,80748,2.0,孙秋元,42,0,星期四第4-5节{13-16周},J5-206,24财政3,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-22,80748,2.0,孙秋元,32,0,星期四第6-7节{1-12周},J5-206,24工设1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-22A,80748,2.0,孙秋元,31,0,星期四第6-7节{13-16周},J5-206,24工设1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-23,80748,2.0,孙秋元,48,0,星期四第1-2节{1-12周},J5-206,24保险1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-23A,80748,2.0,孙秋元,47,0,星期四第1-2节{13-16周},J5-206,24保险1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-24,80748,2.0,孙秋元,38,0,星期二第4-5节{1-12周},J7-105,24国贸1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-24A,80748,2.0,孙秋元,37,0,星期二第4-5节{13-16周},J7-105,24国贸1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-25,80748,2.0,孙秋元,43,0,星期五第1-2节{1-12周},J7-105,24税收2,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-25A,80748,2.0,孙秋元,42,0,星期五第1-2节{13-16周},J7-105,24税收2,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-26,80748,2.0,孙秋元,45,0,星期五第6-7节{1-12周},J7-105,24资评1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-26A,80748,2.0,孙秋元,44,0,星期五第6-7节{13-16周},J7-105,24资评1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-27,80748,2.0,孙秋元,45,0,星期五第4-5节{1-12周},J7-105,24市营1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-27A,80748,2.0,孙秋元,44,0,星期五第4-5节{13-16周},J7-105,24市营1,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-28,80748,2.0,孙秋元,43,0,星期二第1-2节{1-12周},J7-105,24税收1,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-28A,80748,2.0,孙秋元,42,0,星期二第1-2节{13-16周},J7-105,24税收1,13-16周,无,8,通识课
外国语学院,旅游英语,通识选修课,(2024-2025-2)-83086-01,83086,2.0,唐小波,30,0,星期三第6-6节{1-16周},J3-312,无,1-16周,外语交流能力模块,16,通识课
外国语学院,旅游英语,通识选修课,(2024-2025-2)-83086-01A,83086,2.0,唐小波,30,0,星期三第7-7节{1-16周},J3-312,无,1-16周,外语交流能力模块,16,通识课
外国语学院,旅游英语,通识选修课,(2024-2025-2)-83086-02,83086,2.0,唐小波,30,0,星期三第9-9节{1-16周},J3-312,无,1-16周,外语交流能力模块,16,通识课
外国语学院,旅游英语,通识选修课,(2024-2025-2)-83086-02A,83086,2.0,唐小波,30,0,星期三第10-10节{1-16周},J3-312,无,1-16周,外语交流能力模块,16,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-21,80744,2.0,田希波,43,0,星期三第4-5节{1-12周},J7-205,24税收1,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-21A,80744,2.0,田希波,42,0,星期三第4-5节{13-16周},J7-205,24税收1,13-16周,无,8,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-22,80744,2.0,田希波,43,0,星期五第4-5节{1-12周},J7-205,24财政3,1-12周,无,24,通识课
外国语学院,大学英语读写（2）,必修课,(2024-2025-2)-80744-22A,80744,2.0,田希波,42,0,星期五第4-5节{13-16周},J7-205,24财政3,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-29,80748,2.0,田希波,41,0,星期三第1-2节{1-12周},J7-205,24信息2,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-29A,80748,2.0,田希波,40,0,星期三第1-2节{13-16周},J7-205,24信息2,13-16周,无,8,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-30,80748,2.0,田希波,41,0,星期五第1-2节{1-12周},J7-205,24计算机3,1-12周,无,24,通识课
外国语学院,大学英语听说（2）,必修课,(2024-2025-2)-80748-30A,80748,2.0,田希波,40,0,星期五第1-2节{13-16周},J7-205,24计算机3,13-16周,无,8,通识课
外国语学院,经典英语影视欣赏,通识选修课,(2024-2025-2)-83084-09,83084,2.0,田希波,35,0,星期三第6-7节{1-12周},J7-205,无,1-12周,外语交流能力模块,24,通识课
外国语学院,经典英语影视欣赏,通识选修课,(2024-2025-2)-83084-09A,83084,2.0,田希波,35,0,星期三第6-7节{13-16周},J7-205,无,13-16周,外语交流能力模块,8,通识课
外国语学院,经典英语影视欣赏,通识选修课,(2024-2025-2)-83084-10,83084,2.0,田希波,35,0,星期三第9-10节{1-12周},J7-205,无,1-12周,外语交流能力模块,24,通识课
外国语学院,经典英语影视欣赏,通识选修课,(2024-2025-2)-83084-10A,83084,2.0,田希波,35,0,星期三第9-10节{13-16周},J7-205,无,13-16周,外语交流能力模块,8,通识课
外国语学院,英语口语（2）,学科选修课,(2024-2025-2)-80776-01,80776,2.0,外教1,21,0,星期一第1-2节{1-16周},J7-204,24英语1,1-16周,无,32,专业课
外国语学院,英语口语（2）,学科选修课,(2024-2025-2)-80776-02,80776,2.0,外教1,21,0,星期一第4-5节{1-16周},J7-204,24英语2,1-16周,无,32,专业课
外国语学院,英语口语（2）,学科选修课,(2024-2025-2)-80776-03,80776,2.0,外教1,20,0,星期一第6-7节{1-16周},J7-204,24英语3,1-16周,无,32,专业课
外国语学院,英语口语（2）,学科选修课,(2024-2025-2)-80776-04,80776,2.0,外教1,18,0,星期二第1-2节{1-16周},J7-204,24英语4,1-16周,无,32,专业课
外国语学院,英语口语（2）,学科选修课,(2024-2025-2)-80776-05,80776,2.0,外教1,21,0,星期二第4-5节{1-16周},J7-204,24英语5,1-16周,无,32,专业课
外国语学院,英语口语（2）,学科选修课,(2024-2025-2)-80776-06,80776,2.0,外教1,20,0,星期三第1-2节{1-16周},J7-204,24英语6,1-16周,无,32,专业课
