2024-2025学年第二学期全校总课表（部分）,,,,,,,,,,,,,,,
开课学院,课程名称,课程性质,教学班名称,课程号,学分,任课教师,课堂容量,已选人数,上课时间,教学地点,合班信息,起始结束周,课程归属,总学时,课程类别
工商管理学院,供应链管理,学科选修课,(2024-2025-2)-83795-02,83795,2.0,万俊,48,0,星期四第9-10节{1-16周},J3-208,22工商1,1-16周,无,32,专业课
工商管理学院,供应链管理,学科选修课,(2024-2025-2)-83795-03,83795,2.0,万俊,44,0,星期五第6-7节{1-16周},J3-208,22工商2,1-16周,无,32,专业课
工商管理学院,供应链管理,专业选修课,(2024-2025-2)-83800-01,83800,2.0,万俊,37,0,星期三第1-2节{1-16周},J3-208,23市营1,1-16周,无,32,专业课
工商管理学院,供应链管理,必修课,(2024-2025-2)-83816-01,83816,3.0,万俊,45,0,星期五第1-2节{1-16周},J3-208,22物流1,1-16周,无,32,专业课
工商管理学院,供应链管理,必修课,(2024-2025-2)-83816-01A,83816,3.0,万俊,44,0,星期五第3-3节{1-16周},J3-208,22物流1,1-16周,无,32,专业课
工商管理学院,看影视，学物流,通识选修课,(2024-2025-2)-83994-01,83994,3.0,万俊,80,0,星期三第6-8节{1-16周},J3-207,无,1-16周,通用能力拓展模块,48,通识课
工商管理学院,商务礼仪实训,通识选修课,(2024-2025-2)-84415-01,84415,2.0,汪媚,40,0,星期三第6-7节{1-16周},J3-408,无,1-16周,通用能力拓展模块,32,通识课
工商管理学院,商务礼仪实训,通识选修课,(2024-2025-2)-84415-02,84415,2.0,汪媚,40,0,星期三第9-10节{1-16周},J3-408,无,1-16周,通用能力拓展模块,32,通识课
工商管理学院,公共关系学,学科选修课,(2024-2025-2)-84468-01,84468,2.0,汪媚,36,0,星期二第1-2节{1-16周},J3-408,22人力1,1-16周,无,32,专业课
工商管理学院,社会化营销,专业选修课,(2024-2025-2)-84544-01,84544,2.0,汪媚,43,0,星期二第4-5节{1-12周},J3-408,24市营C1,1-12周,无,24,专业课
工商管理学院,社会化营销,专业选修课,(2024-2025-2)-84544-01A,84544,2.0,汪媚,42,0,星期二第4-5节{13-16周},J3-408,24市营C1,13-16周,无,8,专业课
工商管理学院,社会化营销,专业选修课,(2024-2025-2)-84544-02,84544,2.0,汪媚,44,0,星期三第4-5节{1-12周},J3-408,24市营C2,1-12周,无,24,专业课
工商管理学院,社会化营销,专业选修课,(2024-2025-2)-84544-02A,84544,2.0,汪媚,43,0,星期三第4-5节{13-16周},J3-408,24市营C2,13-16周,无,8,专业课
工商管理学院,社会化营销,专业选修课,(2024-2025-2)-84569-01,84569,2.0,汪媚,42,0,星期三第1-2节{1-16周},J3-408,22市营1,1-16周,无,32,专业课
工商管理学院,管理定量分析软件,必修课,(2024-2025-2)-84145-01,84145,1.0,汪书城,50,0,星期一第1-2节{1-8周},S2-310,24物流1,1-8周,无,16,通识课
工商管理学院,管理定量分析软件,必修课,(2024-2025-2)-84145-02,84145,1.0,汪书城,37,0,星期二第4-5节{1-8周},S2-308,24工程1,1-8周,无,16,通识课
工商管理学院,管理定量分析软件,必修课,(2024-2025-2)-84145-03,84145,1.0,汪书城,41,0,星期二第1-2节{1-8周},S2-308,24工程2,1-8周,无,16,通识课
工商管理学院,人工智能与信息社会,必修课,(2024-2025-2)-84242-01,84242,2.0,汪书城,81,0,星期一第9-10节{1-16周},J3-207,24工商C1;24工商C2,1-16周,无,32,通识课
工商管理学院,人工智能与信息社会,专业选修课,(2024-2025-2)-84673-01,84673,2.0,汪书城,37,0,星期一第6-7节{1-16周},J3-207,23人力1,1-16周,无,32,专业课
工商管理学院,居住区规划设计,专业选修课,(2024-2025-2)-80225-01,80225,3.0,王华,75,0,星期四第6-8节{1-8周},S2-101,23工程1;23工程2,1-8周,无,24,专业课
工商管理学院,居住区规划设计,专业选修课,(2024-2025-2)-80225-01A,80225,3.0,王华,74,0,星期四第6-8节{9-16周},S2-101,23工程1;23工程2,9-16周,无,24,专业课
工商管理学院,建筑工程概论,学科选修课,(2024-2025-2)-83461-01,83461,2.0,王华,111,0,星期四第4-5节{1-16周},J3-414,23审计1;23审计2,1-16周,无,32,专业课
工商管理学院,遥感分析,专业选修课,(2024-2025-2)-83813-01,83813,2.0,王华,69,0,星期四第9-9节{1-16周},S2-307,22工程1;22工程2,1-16周,无,16,专业课
工商管理学院,遥感分析,专业选修课,(2024-2025-2)-83813-01A,83813,2.0,王华,68,0,星期四第10-10节{1-16周},S2-307,22工程1;22工程2,1-16周,无,16,专业课
工商管理学院,专业综合实训1,实践选修课,(2024-2025-2)-84532-02,84532,2.0,"王华,陈佳骊,金武",39,0,,,23工程2,1-16周,无,32,实践课
工商管理学院,管理学,必修课,(2024-2025-2)-80714-01,80714,2.0,王金安,80,0,星期四第1-2节{1-16周},J3-403,24信息1;24信息2,1-16周,无,32,专业课
工商管理学院,管理学,学科选修课,(2024-2025-2)-80716-01,80716,3.0,王金安,89,0,星期三第1-3节{1-16周},J3-403,23保险1;23数科1,1-16周,无,48,专业课
工商管理学院,中西管理思想要览,专业选修课,(2024-2025-2)-84247-01,84247,2.0,王金安,84,0,星期四第6-7节{1-16周},J3-403,23工商1;23工商2,1-16周,无,32,专业课
工商管理学院,经济地理学,通识选修课,(2024-2025-2)-83026-01,83026,2.0,吴君钧,100,0,星期三第6-7节{1-16周},J3-307,无,1-16周,自然科学与信息技术模块,32,通识课
工商管理学院,经济地理学,通识选修课,(2024-2025-2)-83026-02,83026,2.0,吴君钧,100,0,星期三第9-10节{1-16周},J3-307,无,1-16周,自然科学与信息技术模块,32,通识课
工商管理学院,国际物流,专业选修课,(2024-2025-2)-83188-01,83188,2.0,吴君钧,62,0,星期二第4-5节{1-12周},J3-307,23电商1;23电商2,1-12周,无,24,专业课
工商管理学院,国际物流,专业选修课,(2024-2025-2)-83188-01A,83188,2.0,吴君钧,61,0,星期二第4-5节{13-16周},J3-307,23电商1;23电商2,13-16周,无,8,专业课
工商管理学院,配送与配送中心,必修课,(2024-2025-2)-83817-01,83817,3.0,吴君钧,45,0,星期二第1-3节{1-13周},J3-306,22物流1,1-13周,无,40,专业课
工商管理学院,配送与配送中心,必修课,(2024-2025-2)-83817-01A,83817,3.0,吴君钧,44,0,星期二第1-3节{14-16周},J3-306,22物流1,14-16周,无,8,专业课
工商管理学院,看影视，学物流,通识选修课,(2024-2025-2)-83994-04,83994,3.0,吴君钧,80,0,星期三第11-13节{1-16周},J3-301,无,1-16周,通用能力拓展模块,48,通识课
工商管理学院,专业综合实训,实践选修课,(2024-2025-2)-84273-01,84273,4.0,"吴君钧,戴钰慧,万俊,梁小亮",45,0,,,22物流1,1-16周,无,64,实践课
工商管理学院,运作管理理论与实务,必修课,(2024-2025-2)-83580-01,83580,3.0,吴志新,81,0,星期一第1-3节{1-10周},J3-205,24工商C1;24工商C2,1-10周,无,30,专业课
工商管理学院,运作管理理论与实务,必修课,(2024-2025-2)-83580-01A,83580,3.0,吴志新,80,0,星期一第1-3节{11-16周},,24工商C1;24工商C2,11-16周,无,18,专业课
工商管理学院,质量管理理论与实务,必修课,(2024-2025-2)-83797-01,83797,3.0,吴志新,91,0,星期一第6-8节{1-10周},J3-205,22工商1;22工商2,1-10周,无,30,专业课
工商管理学院,质量管理理论与实务,必修课,(2024-2025-2)-83797-01A,83797,3.0,吴志新,90,0,星期一第6-8节{11-16周},,22工商1;22工商2,11-16周,无,18,专业课
工商管理学院,运作管理,专业选修课,(2024-2025-2)-84398-01,84398,2.5,吴志新,68,0,星期二第1-3节{1-10周},J3-205,22国贸1;22国贸D1,1-10周,无,30,专业课
工商管理学院,运作管理,专业选修课,(2024-2025-2)-84398-01A,84398,2.5,吴志新,67,0,星期二第1-3节{11-16周},,22国贸1;22国贸D1,11-16周,无,18,专业课
工商管理学院,运作管理理论与实务,专业选修课,(2024-2025-2)-84491-01,84491,2.5,吴志新,37,0,星期一第11-13节{1-10周},J3-310,22跨境电商1,1-10周,无,30,专业课
工商管理学院,运作管理理论与实务,专业选修课,(2024-2025-2)-84491-01A,84491,2.5,吴志新,36,0,星期一第11-13节{11-16周},S1-308,22跨境电商1,11-16周,无,18,专业课
工商管理学院,国际象棋（初级）,通识选修课,(2024-2025-2)-84603-01,84603,1.0,杨滢夏,50,0,星期三第9-10节{2-16周(双)},J3-303,无,2-16周(双),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,国际象棋（初级）,通识选修课,(2024-2025-2)-84603-02,84603,1.0,杨滢夏,50,0,星期三第11-12节{2-16周(双)},J3-303,无,2-16周(双),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,国际象棋（中级）,通识选修课,(2024-2025-2)-84604-01,84604,1.0,杨滢夏,50,0,星期三第6-7节{2-16周(双)},J3-303,无,2-16周(双),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,建筑工程概论,必修课,(2024-2025-2)-80715-01,80715,3.0,余健,37,0,星期一第6-7节{1-16周},J3-406,24工程1,1-16周,无,32,专业课
工商管理学院,建筑工程概论,必修课,(2024-2025-2)-80715-01A,80715,3.0,余健,36,0,星期一第8-8节{1-16周},J3-406,24工程1,1-16周,无,16,专业课
工商管理学院,建筑设计原理,学科选修课,(2024-2025-2)-83454-01,83454,3.0,余健,75,0,星期五第1-2节{1-16周},J3-404,23工程1;23工程2,1-16周,无,32,专业课
工商管理学院,建筑设计原理,学科选修课,(2024-2025-2)-83454-01A,83454,3.0,余健,74,0,星期五第3-3节{1-16周},J3-404,23工程1;23工程2,1-16周,无,16,专业课
工商管理学院,薪酬管理,专业选修课,(2024-2025-2)-83581-01,83581,2.0,"袁山林,高海燕",91,0,星期四第6-7节{1-16周},J3-209,22工商1;22工商2,1-16周,无,32,专业课
工商管理学院,薪酬管理,必修课,(2024-2025-2)-83803-01,83803,2.0,"袁山林,高海燕",36,0,星期四第6-7节{1-16周},J3-209,22人力1,1-16周,无,32,专业课
工商管理学院,工作分析,专业选修课,(2024-2025-2)-83348-01,83348,2.0,张春霞,37,0,星期二第4-4节{1-16周},J3-414,23人力1,1-16周,无,16,专业课
工商管理学院,工作分析,专业选修课,(2024-2025-2)-83348-01A,83348,2.0,张春霞,36,0,星期二第5-5节{1-16周},J3-414,23人力1,1-16周,无,16,专业课
工商管理学院,工作分析,专业选修课,(2024-2025-2)-83348-02,83348,2.0,张春霞,84,0,星期二第1-2节{1-16周},J3-414,23工商1;23工商2,1-16周,无,32,专业课
工商管理学院,恋爱心理学,通识选修课,(2024-2025-2)-84422-01,84422,1.0,张春霞,150,0,星期三第6-7节{1-15周(单)},J3-309,无,1-15周(单),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,恋爱心理学,通识选修课,(2024-2025-2)-84422-02,84422,1.0,张春霞,150,0,星期三第6-7节{2-16周(双)},J3-309,无,2-16周(双),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,恋爱心理学,通识选修课,(2024-2025-2)-84422-03,84422,1.0,张春霞,150,0,星期三第9-10节{1-15周(单)},J3-309,无,1-15周(单),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,恋爱心理学,通识选修课,(2024-2025-2)-84422-04,84422,1.0,张春霞,150,0,星期三第9-10节{2-16周(双)},J3-309,无,2-16周(双),军事体育素养与身心健康素养模块,16,通识课
工商管理学院,人力资源管理,学科选修课,(2024-2025-2)-83192-01,83192,2.0,章启祥,37,0,星期二第1-2节{1-16周},J3-406,23市营1,1-16周,无,32,专业课
工商管理学院,人本经济学,专业选修课,(2024-2025-2)-83392-01,83392,2.0,章启祥,36,0,星期四第4-5节{1-16周},J3-406,22人力1,1-16周,无,32,专业课
工商管理学院,人力资源测评,专业选修课,(2024-2025-2)-83393-01,83393,2.0,章启祥,37,0,星期四第9-10节{1-16周},S1-310,23人力1,1-16周,无,32,专业课
工商管理学院,人力资源测评,专业选修课,(2024-2025-2)-83393-02,83393,2.0,章启祥,84,0,星期四第1-2节{1-16周},S2-305,23工商1;23工商2,1-16周,无,32,专业课
工商管理学院,人力决策模拟实训,必修课,(2024-2025-2)-84559-01,84559,1.0,"章启祥,周航",37,0,,,23社保1,1-16周,无,16,实践课
工商管理学院,管理统计学,必修课,(2024-2025-2)-80832-01,80832,3.0,周航,38,0,星期一第1-3节{1-16周},S1-310,23工商1,1-16周,无,48,专业课
工商管理学院,管理统计学,必修课,(2024-2025-2)-80832-02,80832,3.0,周航,47,0,星期一第6-8节{1-16周},S1-310,23工商2,1-16周,无,48,专业课
工商管理学院,管理统计学,必修课,(2024-2025-2)-80832-03,80832,3.0,周航,37,0,星期三第1-3节{1-16周},S1-310,23人力1,1-16周,无,48,专业课
工商管理学院,企业管理概论,通识选修课,(2024-2025-2)-83013-01,83013,2.0,"周航,罗晓峰",100,0,星期三第6-7节{1-16周},J3-305,无,1-16周,经管社科基础素养（创新创业）,32,通识课
工商管理学院,企业管理概论,通识选修课,(2024-2025-2)-83013-02,83013,2.0,"周航,罗晓峰",100,0,星期三第9-10节{1-16周},J3-305,无,1-16周,经管社科基础素养（创新创业）,32,通识课
工商管理学院,管理统计学,专业选修课,(2024-2025-2)-83460-01,83460,3.0,"周航,孙福兵",52,0,星期一第11-13节{1-16周},S1-310,23物流1,1-16周,无,48,专业课
工商管理学院,影视中的营销与管理,通识选修课,(2024-2025-2)-84423-01,84423,2.0,周洲,48,0,星期三第9-10节{1-16周},J3-308,无,1-16周,经管社科基础素养（创新创业）,32,通识课
工商管理学院,影视中的营销与管理,通识选修课,(2024-2025-2)-84423-02,84423,2.0,周洲,48,0,星期三第11-12节{1-16周},J3-308,无,1-16周,经管社科基础素养（创新创业）,32,通识课
工商管理学院,营销策划,学科选修课,(2024-2025-2)-84467-01,84467,2.0,周洲,37,0,星期一第1-2节{1-16周},J3-312,23人力1,1-16周,无,32,专业课
工商管理学院,营销策划,必修课,(2024-2025-2)-84542-02,84542,2.0,周洲,21,0,星期二第3-3节{1-16周},J3-312,22市营1,1-16周,无,16,专业课
工商管理学院,营销策划,必修课,(2024-2025-2)-84542-02A,84542,2.0,周洲,20,0,星期二第1-2节{1-16周},J3-312,22市营1,1-16周,无,32,专业课
会计学院,财务管理软件,专业选修课,(2024-2025-2)-84587-01,84587,3.0,"曾庆超,张捷",55,0,星期三第1-3节{1-16周},S1-308,23财务1,1-16周,无,48,专业课
会计学院,财务管理软件,专业选修课,(2024-2025-2)-84587-02,84587,3.0,"曾庆超,张捷",55,0,星期二第3-5节{1-16周},S1-307,23财务2,1-16周,无,48,专业课
会计学院,Management Accounting(Ⅰ),必修课,(2024-2025-2)-80838-01,80838,3.0,陈趣,17,0,星期一第6-8节{1-16周},J4-308,24CMA,1-16周,无,48,专业课
会计学院,财务管理,必修课,(2024-2025-2)-83283-01,83283,3.0,陈趣,57,0,星期一第1-3节{1-16周},J4-208,23会计1,1-16周,无,48,专业课
会计学院,Business Finance（商务与金融),必修课,(2024-2025-2)-80842-01,80842,4.0,陈写,15,0,星期一第4-5节{1-16周};星期四第6-7节{1-16周},J4-310;J4-310,24ACA,1-16周,无,64,专业课
会计学院,基础会计,必修课,(2024-2025-2)-80727-05,80727,3.0,董之懿,41,0,星期四第3-5节{1-16周},J4-305,24工商C2,1-16周,无,48,专业课
会计学院,会计学,学科选修课,(2024-2025-2)-80730-01,80730,3.0,董之懿,46,0,星期五第3-5节{1-16周},J4-208,23数科1,1-16周,无,48,专业课
会计学院,财务管理,专业选修课,(2024-2025-2)-83462-01,83462,3.0,董之懿,44,0,星期四第6-8节{1-16周},J4-305,23应统1,1-16周,无,48,专业课
会计学院,商业伦理和会计职业道德,专业选修课,(2024-2025-2)-83473-12,83473,2.0,董之懿,41,0,星期二第4-4节{1-16周},J4-208,23资评1,1-16周,无,16,专业课
会计学院,商业伦理和会计职业道德,专业选修课,(2024-2025-2)-83473-12A,83473,2.0,董之懿,40,0,星期二第5-5节{1-16周},J4-208,23资评1,1-16周,无,16,专业课
会计学院,Intermediate Accounting(Ⅰ),必修课,(2024-2025-2)-80834-01,80834,3.0,冯晓,17,0,星期一第3-5节{1-16周},J4-308,24CMA,1-16周,无,48,专业课
会计学院,会计职业能力与专业素质拓展训练一——手工操作系统,专业选修课,(2024-2025-2)-83732-01,83732,1.0,冯晓,31,0,星期五第12-12节{1-16周},,24ACA;24CMA,1-16周,无,16,专业课
会计学院,财务领导力,专业选修课,(2024-2025-2)-83843-01,83843,2.0,冯晓,367,0,星期五第13-13节{1-16周},,22CMA;22财务1;22财务2;22会计1;22会计2;22审计1;22审计2;22资评1,1-16周,无,16,专业课
会计学院,管理会计案例（2）,专业选修课,(2024-2025-2)-84178-01,84178,3.0,冯晓,19,0,星期三第3-5节{1-16周},J4-406,22CMA,1-16周,无,48,专业课
会计学院,Business Strategy（企业战略）,必修课,(2024-2025-2)-84591-01,84591,4.0,古利平,13,0,星期五第1-4节{1-16周},J4-410,23ACA,1-16周,无,64,专业课
会计学院,中级财务会计,必修课,(2024-2025-2)-83218-01,83218,4.0,何新荣,45,0,星期四第11-12节{1-16周};星期五第6-7节{1-16周},J4-307;J4-307,24会计C1,1-16周,无,64,专业课
会计学院,中级财务会计,必修课,(2024-2025-2)-84462-01,84462,3.0,何新荣,48,0,星期四第6-8节{1-16周},J4-307,24税收C1,1-16周,无,48,专业课
会计学院,基础会计,学科选修课,(2024-2025-2)-80731-01,80731,3.0,胡鹏翔,68,0,星期一第8-10节{1-16周},J4-307,24金融2;24金融4,1-16周,无,48,专业课
会计学院,基础会计,学科选修课,(2024-2025-2)-80731-02,80731,3.0,胡鹏翔,72,0,星期四第1-3节{1-16周},J4-307,23国贸1;23国贸D1,1-16周,无,48,专业课
会计学院,中级财务会计,必修课,(2024-2025-2)-80729-04,80729,5.0,黄董良,91,0,星期三第1-3节{1-16周};星期四第1-2节{1-16周},J4-402;J4-402,24审计1;24审计2,1-16周,无,80,专业课
会计学院,会计职业能力与专业素质拓展训练四——综合拓展实务,专业选修课,(2024-2025-2)-83824-01,83824,4.0,会计待定1,107,0,星期二第1-4节{1-16周},,22会计1;22会计2,1-16周,无,64,专业课
会计学院,专业综合实训,实践选修课,(2024-2025-2)-84584-01,84584,5.0,会计待定2,384,0,,,22ACA;22CMA;22财务1;22财务2;22会计1;22会计2;22审计1;22审计2;22资评1,1-16周,无,80,实践课
